cycle,country,irrigation,sun,temperature,yield
C6,Netherlands,3.913452858,90.91946044,21.29395556,7.77
C3,Netherlands,3.651518361,425.6292805,24.90256819,7
C6,Spain,3.879588493,268.7178248,16.85319947,9.03
C2,Spain,5.063801583,465.7461829,18.23726287,7.05
C1,Spain,3.596377129,339.5785826,17.91303796,9.06
C5,Netherlands,3.807708614,242.4610523,23.29348497,7.83
C2,Netherlands,4.208169133,285.0127228,16.53111013,8.61
C4,Spain,3.209254629,714.4155125,19.69411127,9.9
C1,Spain,3.072228782,342.8466543,19.07432822,8.43
C4,Spain,3.210134828,714.0423585,23.12390921,11.21
C3,Netherlands,4.011951578,424.5744215,19.68471734,11.07
C6,Netherlands,4.032933236,90.96025109,17.73964276,8.25
C2,Spain,4.120112396,467.1993147,15.37549183,8.46
C6,Netherlands,4.460471207,89.52568058,20.12960747,6.29
C1,Netherlands,3.678653884,127.2937404,17.74090285,7.57
C1,Netherlands,3.132161501,125.2515142,22.13321439,7.18
C4,Spain,3.242464772,714.7598435,17.63918978,8.53
C6,Spain,3.2113469,270.2435252,20.6216476,9.79
C5,Netherlands,4.280855185,242.9766118,21.61259199,7.34
C2,Spain,3.692374975,466.5330447,25.28214982,7.55
C1,Spain,3.970291885,343.4763581,25.3903441,7.46
C1,Spain,3.651163167,342.4161791,21.94868631,10.45
C6,Netherlands,3.53586602,91.60168652,17.32582241,7.07
C3,Spain,4.106213145,614.8711581,14.96551236,8.32
C2,Netherlands,4.153493522,285.7167949,22.90788341,7.14
C2,Spain,3.688523655,467.7160932,18.90953888,12.51
C1,Spain,3.453045859,344.0442635,16.06339349,8.61
C6,Spain,3.413107981,270.5893225,24.05980454,9.35
C2,Netherlands,3.341720625,285.8780923,20.62236199,10.21
C2,Netherlands,4.012878752,286.363045,26.66270244,6.78
C1,Spain,3.214685355,343.7950609,21.0306649,10.87
C1,Spain,3.68709112,343.3164704,26.74967387,6.85
C4,Spain,3.093475945,714.1604023,20.73355662,9.26
C6,Netherlands,2.88890032,89.22241375,16.80200351,4.52
C4,Spain,3.88157078,713.0615771,27.30707049,7.05
C6,Netherlands,4.014649062,89.79985722,15.54502106,5.83
C4,Spain,3.737284685,713.8897897,16.94186091,9.65
C4,Spain,4.223622769,713.9738294,30.5901199,5.29
C2,Spain,3.581545209,466.3615156,23.24469451,10.34
C3,Spain,3.133612009,617.5294914,24.14952328,10.23
C1,Netherlands,4.277792727,126.9566263,19.99233772,7.41
C1,Netherlands,4.948754446,128.0413039,19.09479561,4.79
C5,Spain,3.857147347,453.3330893,17.99080149,12.3
C3,Spain,4.209667624,615.8297996,14.82543869,9.01
C6,Netherlands,3.70114296,88.68116657,14.67569723,4.02
C3,Netherlands,3.073861248,426.1424535,18.58661787,6.46
C1,Spain,3.925738443,342.2355961,17.45056723,10.53
C3,Spain,4.074526011,614.776269,21.93036849,9.53
C6,Spain,4.752233342,270.2684481,16.77042698,9.29
C5,Netherlands,3.938797401,241.5348227,25.47739225,4.81
C2,Netherlands,2.68749944,284.77762,27.50270188,7.76
C6,Spain,3.109513478,270.3702961,20.02495907,8.24
C4,Spain,4.470057719,713.9139568,14.76388722,9
C5,Spain,4.138386373,456.4234792,16.78397204,10.6
C6,Netherlands,3.871420898,88.83948407,17.94322501,8.85
C6,Spain,3.425487158,269.3596567,24.76854872,8.72
C4,Spain,3.468701488,715.1992405,25.01388181,8.87
C1,Spain,4.460241981,341.7241001,27.42616911,4.44
C2,Spain,4.595983254,465.3695341,17.89327789,9.46
C5,Spain,4.523724438,453.1758419,16.85271884,11.65
C3,Spain,3.983167132,616.030889,20.50417546,11.39
C2,Netherlands,4.513112487,286.5039499,18.7529124,8.46
C5,Netherlands,4.56199628,242.6638981,19.28537083,7.18
C2,Spain,3.241840018,465.3489449,19.80934812,10.56
C1,Spain,3.377978295,342.3401605,14.97996567,7.18
C3,Spain,3.107336794,613.0836029,18.5518905,9.56
C4,Spain,3.647628931,714.5397995,22.79752529,11.31
C4,Netherlands,3.53172671,371.3904685,20.06102246,10.51
C6,Netherlands,3.805937679,89.71588038,23.07467009,6.56
C4,Spain,4.150758185,714.8451991,21.9899909,8.35
C6,Netherlands,4.091195496,89.7833923,26.38344228,4.16
C5,Netherlands,3.103120075,243.7384724,22.18656966,8.84
C2,Netherlands,3.840024,286.3197787,20.84091841,9.77
C3,Netherlands,3.02067101,425.7321944,16.60086316,6.16
C3,Spain,4.004779539,616.8573235,25.78357022,7.36
C6,Spain,3.257069334,271.239875,30.86725725,5.2
C5,Netherlands,4.006032012,243.1123041,24.17639419,6.23
C3,Spain,3.767036422,615.7581759,15.61070613,8.71
C3,Netherlands,3.798249437,426.322868,15.91528295,8.09
C2,Netherlands,3.174883302,284.2900862,18.9586562,8.05
C2,Spain,4.234719295,466.3496377,22.24955187,9.25
C6,Spain,2.940149388,270.8153064,23.92988977,9.53
C2,Spain,2.749929203,464.0855918,16.91802188,7.36
C5,Netherlands,2.840080108,241.7538717,21.4960692,6.28
C6,Spain,3.803202892,269.1789316,16.63395817,8.39
C5,Spain,3.787380706,454.5404118,15.92638402,8.59
C5,Netherlands,4.562847995,243.9009022,19.98741892,6.86
C3,Spain,3.731943937,614.0776778,24.49250974,8.62
C4,Netherlands,3.526025841,369.89222,21.52131678,11.37
C3,Spain,3.427904048,615.7748255,22.0898324,12.56
C2,Spain,3.992292324,466.7211671,19.23690523,12.91
C4,Spain,3.859573259,714.120631,17.93998531,12.37
C1,Spain,3.771294017,341.9005829,26.09543537,7.84
C4,Netherlands,3.443472321,371.9154887,19.41444445,10.39
C2,Spain,3.370515349,463.6697869,20.3942138,11.36
C2,Spain,3.233224292,464.7585816,15.21284871,6.49
C2,Spain,2.947837814,467.3547602,15.15131686,7.19
C6,Spain,4.385748554,271.0118295,22.98071799,6.79
C2,Spain,3.495465243,465.6921535,26.09271471,8.29
C1,Netherlands,3.614808094,126.3919704,21.61389273,9.51
C6,Netherlands,3.671283224,87.35925198,25.2679087,5.27
C4,Spain,3.760739226,714.7243901,23.18379893,9.16
C1,Netherlands,4.399379649,127.1268256,16.19001999,8.3
C3,Netherlands,3.700186036,425.2720466,15.10047389,7.64
C4,Spain,3.048304839,716.986389,26.41493497,8.43
C3,Spain,3.559663163,613.7431775,16.66193203,9.67
C3,Netherlands,3.9283175,426.5140473,21.53619921,9.04
C6,Spain,3.644707527,272.5550207,17.58947567,9.37
C3,Netherlands,3.248146322,426.1809259,20.41482579,8.17
C6,Spain,3.990359889,270.1819225,20.1459348,11.78
C2,Netherlands,4.931645245,285.7566943,22.50742924,6.08
C4,Spain,3.370465727,715.8671605,23.83325832,10.58
C5,Spain,4.529280036,453.7287301,32.02902701,4.53
C4,Spain,3.764051125,715.3136864,17.26644182,10.76
C2,Netherlands,4.392019214,288.3625504,19.65827801,7.75
C4,Spain,4.981079009,715.9856,19.06846533,7.89
C6,Netherlands,3.86614573,88.63096877,14.33834277,4.4
C2,Spain,4.594607326,465.7948087,17.60173176,9.72
C4,Spain,4.326522424,714.5713151,20.71332821,8.74
C4,Netherlands,4.004755366,370.7304839,24.78717691,7.61
C6,Spain,2.852369971,271.1256801,18.44041388,7.2
C3,Netherlands,4.154434888,426.485326,22.31000963,7.43
C1,Netherlands,3.181312564,126.9911834,26.34800264,5.25
C4,Netherlands,3.785773411,369.8890961,16.89916788,9.17
C5,Spain,4.20148141,453.0754909,15.86848975,9.11
C1,Spain,3.086668436,343.2248124,28.93244858,5.29
C5,Spain,3.692977926,453.888611,14.73883816,7.95
C6,Netherlands,3.831285592,88.72870292,18.09379033,8.41
C4,Spain,3.607604395,715.5041412,24.64314268,8.74
C2,Netherlands,4.582999918,284.9662758,18.03332032,8.58
C6,Spain,4.068738604,269.6789107,16.84889032,10.64
C4,Spain,4.192509663,715.0549982,23.2875469,8.21
C3,Netherlands,4.010963808,426.4875792,22.58869359,6.58
C2,Spain,3.46680385,465.69876,15.8552974,8.65
C5,Spain,4.402631863,454.7092144,20.28270277,9.14
C4,Netherlands,4.210578659,371.6278225,25.12369218,6.54
C6,Spain,4.075171991,270.6356781,19.53688863,11.49
C6,Netherlands,3.669363863,88.62577922,17.43042899,6.52
C4,Spain,3.947381303,713.345532,22.23132418,9.44
C2,Spain,4.109062048,466.8516019,17.49840377,11.52
C4,Spain,3.7176088,715.2053916,25.45108549,9.08
C1,Netherlands,4.125097377,127.5409726,19.48621031,8.85
C5,Spain,4.61650164,452.0054999,20.14843967,7.88
C4,Netherlands,4.015661711,371.4214739,22.23264889,8.09
C4,Netherlands,4.253992261,371.5260771,18.90491214,10.01
C2,Spain,3.589744014,467.312673,26.41328406,6.91
C3,Spain,2.804574085,615.5239043,18.00597824,8.37
C6,Spain,3.685077627,272.0888233,27.39718243,6.23
C5,Spain,4.214065257,455.3203362,19.18836069,10.37
C1,Netherlands,3.806584036,126.5425877,23.26727532,6.42
C6,Spain,3.914453192,270.1142083,23.67786716,8.02
C1,Spain,3.816664463,342.3095266,21.45310017,11.08
C2,Spain,4.784312029,464.7540245,23.70518511,7.03
C1,Spain,3.408138651,344.2378633,21.14830112,11.68
C3,Spain,3.062968641,615.4820757,21.26421341,9.32
C4,Netherlands,4.088130625,372.2869636,16.36617419,9.01
C5,Spain,3.673450292,454.363639,25.05970657,7.5
C6,Netherlands,3.793337553,87.66915657,16.5567269,6.4
C4,Spain,3.098651552,715.4927268,20.31699624,8.76
C2,Spain,3.901969846,466.2391471,18.48745199,12.7
C4,Netherlands,3.9597698,371.1438895,18.17444721,10.73
C3,Spain,2.514798481,616.5902145,16.7705835,7.19
C1,Spain,3.738669651,343.0648703,20.72637571,12.23
C6,Netherlands,4.844622103,87.96820804,24.21022045,4.58
C5,Netherlands,3.138103301,242.5980999,20.23598659,8
C3,Netherlands,4.365712354,425.9105149,18.90872753,9.35
C6,Netherlands,2.974110202,90.21216687,25.94950973,6.9
C2,Spain,3.810450087,465.5777674,16.26524324,8.23
C5,Spain,4.080388942,454.2226219,20.07692941,11.08
C4,Spain,3.484710605,715.7222872,23.02285699,11.47
C2,Spain,3.403802446,466.3468084,25.22057714,8.53
C4,Spain,4.099641739,716.9399595,25.96865188,6.03
C3,Spain,3.240930412,613.9002966,15.9247675,7.95
C6,Spain,2.561708076,271.0028789,20.65605834,7.09
C3,Spain,3.070255463,615.8075886,17.3028559,7.35
C2,Netherlands,3.500128954,284.8604762,16.87041761,8.19
C1,Spain,4.127929757,342.35378,24.57440085,7.74
C2,Netherlands,3.207287189,283.2984601,18.99990913,7.67
C1,Netherlands,3.505813251,126.0349784,15.82687792,5.89
C2,Spain,3.35972523,466.3153816,17.38377275,8.6
C2,Spain,2.863656771,465.6096124,19.11674405,8.26
C5,Spain,3.057549685,453.7728718,21.74882154,8.98
C1,Netherlands,2.858439673,125.8628625,21.48570572,6.59
C1,Spain,3.69635907,343.4783228,25.87615151,8.42
C6,Spain,4.344897956,271.4615809,18.4559265,10.05
C3,Spain,2.836608621,614.6055866,19.27541322,8.15
C4,Spain,3.641058124,713.1340292,18.11606701,9.99
C3,Netherlands,2.960905417,423.6495658,15.99878045,5.03
C1,Spain,3.190116927,341.1645672,27.16241824,6.86
C5,Spain,3.865908341,453.5672937,15.65582936,8.22
C1,Spain,4.009958494,341.5374245,20.00467201,12.03
C6,Spain,2.788927101,270.5920623,20.94337957,7.29
C4,Spain,4.566106139,714.4805329,22.29635472,7.83
C4,Spain,3.376923685,715.7042504,17.99684659,9.8
C2,Netherlands,3.661639283,286.7152469,20.41984315,11.72
C5,Spain,2.939084405,454.0613489,19.18291849,7.7
C6,Spain,3.594898935,271.4195594,15.67174559,7.67
C3,Netherlands,3.889390567,426.4876372,16.06072324,8.53
C5,Netherlands,3.684384955,242.4174075,19.33941583,10.45
C2,Spain,4.241207423,464.548702,13.38472916,6.19
C1,Netherlands,4.919218536,127.0418613,14.09425206,5.46
C6,Spain,3.576566272,271.111747,14.81264378,6.99
C4,Spain,4.424661592,716.4946226,23.07353757,7.38
C1,Spain,3.837311654,342.2847993,25.03736401,7.6
C1,Spain,3.611187926,343.1134164,25.36429775,7.32
C2,Spain,3.632467758,464.9871224,13.55463735,7.54
C3,Spain,3.786709002,617.0596311,21.79650253,10.96
C1,Spain,3.266439666,341.1990865,18.1520116,9.07
C4,Netherlands,4.060737862,370.4578091,15.16601146,6.96
C4,Spain,4.005414094,713.7089288,15.78817542,8.68
C3,Spain,2.936296876,613.9630333,15.10202898,6.8
C3,Netherlands,3.914038735,426.5075029,20.75044468,11.18
C2,Netherlands,4.645746395,285.5606636,18.36832344,7.64
C5,Netherlands,3.825507362,242.9759219,16.72547149,7.93
C4,Spain,2.835461671,713.9619319,16.43573384,7.71
C1,Spain,3.656283549,343.40153,24.1266243,8.93
C2,Spain,3.96322425,465.0616668,14.02330331,6.95
C3,Spain,3.958674983,615.9551205,20.22003883,11.85
C1,Spain,4.883342063,342.5028709,15.22314376,9.59
C5,Netherlands,4.31519677,241.3403101,16.44258341,9.23
C6,Spain,4.535013216,270.8771869,19.93302976,7.4
C3,Netherlands,3.787657194,425.2252242,17.2465488,8.57
C5,Netherlands,3.732901035,241.536798,21.61388492,10.09
C5,Spain,3.801953874,456.5397757,19.09778349,12.46
C4,Spain,2.882436713,715.1062865,23.32291715,10.01
C6,Spain,3.088606925,269.0597413,21.83568608,10.16
C4,Netherlands,3.999529277,372.1472676,28.14835269,5.67
C5,Spain,4.112886053,453.9090489,18.8801669,11.88
C6,Spain,3.568203797,271.6579236,19.74948757,11.47
C4,Spain,3.11486738,717.3467206,21.94546755,11
C6,Spain,3.648518713,269.2179105,19.51772555,11.55
C6,Spain,3.685818542,272.8008312,17.62740691,9.8
C3,Netherlands,3.154731278,424.6206188,13.50248664,6.43
C5,Netherlands,4.090687937,242.1834784,18.03533693,10.27
C5,Spain,3.116458656,454.6340192,24.54900333,10.38
C2,Spain,3.841643575,464.8134499,21.13631043,12.28
C2,Spain,3.407927449,467.2818494,13.42744509,6.8
C2,Spain,3.742214002,464.9593874,23.36934599,9.92
C2,Spain,2.60731916,465.2361678,13.80855797,5.64
C1,Spain,5.096886752,341.5663036,26.82462705,5.31
C2,Spain,3.589075258,464.8641892,20.3981099,12.66
C3,Spain,4.144641576,615.1421917,25.45437927,8.45
C1,Netherlands,3.470258328,127.8475396,24.96567415,6.24
C3,Spain,3.945900099,614.8827592,24.95224386,8.12
C2,Netherlands,4.165698665,286.0311702,19.06643131,10.13
C5,Spain,2.572397884,454.2003293,16.98339312,7.65
C1,Netherlands,3.491900836,125.6185128,18.82164748,8.17
C5,Spain,3.47802556,454.8145611,16.27162707,8.76
C3,Spain,4.175410654,616.2384936,24.04651503,7.93
C3,Spain,3.303804417,615.2308091,20.92944004,11.55
C1,Netherlands,3.149727187,126.0698622,17.73599065,5.52
C6,Netherlands,3.83154534,88.84633536,23.82494419,6.81
C3,Spain,2.803534819,617.1137769,19.8907906,8.43
C6,Netherlands,2.848955215,90.19112871,13.65111236,2.82
C1,Netherlands,3.192141118,127.6097889,16.54681582,4.65
C3,Spain,4.58217656,615.3715422,19.51458194,8.75
C5,Netherlands,3.60343545,240.7028174,15.31816452,7.01
C4,Spain,3.651871896,714.40078,21.68295946,13.12
C2,Spain,3.009133011,466.1294763,17.12828412,7.24
C2,Spain,3.936507327,466.0865613,21.18182953,10.49
C4,Netherlands,3.684062747,371.7376446,13.6004056,5.83
C4,Spain,3.733210639,714.1994865,16.42600903,9.22
C1,Spain,4.142127927,342.6937883,18.56555107,11.63
C3,Netherlands,3.098306054,426.4795252,15.5066373,6.23
C5,Netherlands,3.932405668,243.0673152,28.6206392,5.19
C2,Spain,3.323972699,465.1469508,17.54600516,8.76
C4,Netherlands,3.68966925,369.8432873,25.23748426,6.93
C6,Netherlands,3.117271389,90.45762697,22.1426764,8.21
C6,Spain,3.907653153,270.9145468,27.05295015,6.27
C4,Spain,4.020539871,714.6503117,25.51242403,7.12
C4,Spain,3.591958571,715.5076363,24.82057829,9.77
C3,Spain,4.261942081,616.7485462,21.01979737,9.21
C6,Spain,4.254618719,271.9304884,27.34082506,5.48
C5,Netherlands,3.748739027,242.5953986,16.91808485,8.51
C4,Spain,4.708684679,715.5787513,19.82662512,8.59
C5,Spain,3.350080002,453.5202384,23.27817893,10.7
C2,Spain,4.632830917,466.2437556,20.10750575,7.86
C1,Netherlands,3.429944597,125.8096553,30.18886775,4.47
C1,Spain,3.192567072,343.1913086,22.67660228,11.96
C2,Spain,4.830805069,468.1800302,17.23991201,10.02
C1,Netherlands,4.895856392,126.0356391,23.69826472,4.19
C4,Spain,4.322315873,714.6116498,24.99719559,7.88
C6,Spain,3.93575529,271.2119294,20.64513364,11.13
C3,Spain,4.148097998,615.9008811,29.45573189,6.98
C1,Netherlands,3.93584648,127.176351,20.61112352,9.06
C2,Netherlands,3.674223703,286.1019834,23.1731,8.02
C3,Netherlands,3.935160479,425.2007534,18.54602713,11.07
C2,Spain,2.977879078,466.7094742,17.62479838,8.36
C4,Spain,3.568685613,713.3824138,23.31328645,10.3
C2,Netherlands,3.447795485,285.4087693,17.07361549,7.19
C6,Netherlands,4.246749168,89.39284006,18.12524845,7.62
C4,Spain,3.216497306,714.4886643,18.99140348,9.41
C1,Spain,3.896776516,343.1503638,21.48857113,9.85
C3,Netherlands,3.526583,425.2853026,18.73148547,9.89
C5,Spain,4.309235904,455.9774093,18.51410467,10.41
C6,Spain,3.279430643,270.3790468,19.71981541,10.1
C3,Spain,3.202497059,615.0547303,19.78431649,9.95
C5,Spain,2.757347381,453.4340584,13.97581095,5.39
C1,Spain,4.861903202,341.4619631,18.46817079,7.45
C2,Spain,4.089417993,466.9243423,19.97487468,11.03
C6,Spain,4.120536557,271.0796866,17.58627431,10.98
C6,Spain,3.210967479,270.1076385,20.04518348,9.37
C4,Spain,3.846148583,714.7189499,20.93629475,12.2
C4,Spain,3.526934132,715.1207526,24.1283572,9.75
C4,Netherlands,3.196756712,371.9781783,23.194153,10.22
C1,Spain,3.603461398,341.7649725,17.82640069,9.41
C1,Spain,3.751745031,343.600499,16.18785651,8.94
C6,Netherlands,3.947159706,89.46305612,13.29794463,4.04
C5,Netherlands,3.614729238,244.2544768,19.29012472,9.91
C3,Spain,3.687365189,615.3328693,24.3929301,8.42
C3,Spain,4.242125149,615.42523,16.65904015,11.41
C2,Netherlands,2.937443973,285.2483879,18.15516429,6.08
C5,Spain,3.968742399,454.6139714,20.68182411,11.02
C1,Netherlands,2.946864849,127.0909058,21.17891107,7.06
C1,Spain,2.820024234,344.3639309,20.72087987,7.92
C4,Netherlands,3.186787319,369.0499137,13.34662253,5.66
C5,Spain,3.846459518,454.8439005,23.14179436,9.52
C5,Netherlands,2.903960542,242.6845693,25.27368746,8.15
C1,Netherlands,4.028934035,125.1560847,17.78328855,9.32
C5,Spain,3.681574039,454.5484057,16.25576014,8.31
C4,Netherlands,2.965082283,370.808315,23.11277627,9.46
C4,Netherlands,4.420833035,371.8724532,22.63965795,6.21
C6,Spain,4.085549967,271.8990287,23.43915673,8.24
C1,Netherlands,3.169500526,127.7805941,25.72618807,6.8
C1,Netherlands,3.858695854,126.9377425,14.60231411,5.36
C5,Netherlands,4.109256804,241.9413538,20.62205422,8.45
C6,Spain,4.019239406,269.1197501,23.38488622,7.21
C5,Spain,4.231387458,455.1909664,20.27734928,10.1
C6,Spain,3.686410807,271.0036728,20.76868778,11.01
C6,Spain,4.056450866,268.7634506,20.91014328,10.02
C6,Netherlands,3.777244019,90.840763,13.63423624,4.86
C3,Netherlands,4.558856659,425.3697484,25.36479515,5.44
C5,Netherlands,4.710836568,242.9686176,17.2939144,7.86
C5,Spain,3.300277312,453.7187876,14.10833017,6.66
C2,Netherlands,3.92532412,285.0497512,21.58026303,9.32
C6,Netherlands,4.20913092,90.27544993,20.84702176,6.18
C1,Spain,4.474856634,343.1065421,16.17314102,10.29
C5,Netherlands,3.670498006,243.3819567,31.61991977,4.01
C2,Spain,3.405667761,465.4759794,19.22056631,9.97
C5,Spain,3.262905192,454.6607776,17.93023419,8.72
C1,Spain,4.06523913,342.8795349,15.74476752,8.5
C3,Spain,3.266632327,616.8995403,20.59791098,11.58
C6,Spain,3.484464769,268.977151,16.6983606,8.25
C6,Netherlands,3.728420727,88.4780582,16.43859885,6.93
C4,Netherlands,3.910637961,370.5701901,22.60988353,8.29
C1,Spain,4.603793142,342.4614281,15.10464844,8.8
C1,Spain,3.371260274,342.4280243,22.44317082,11.47
C2,Netherlands,4.300147012,286.4357517,15.16129142,6.93
C2,Spain,3.457380469,466.3783844,19.24811549,10.61
C2,Spain,3.494643714,467.417327,16.12978066,7.79
C3,Spain,3.992582393,615.5898264,28.73139495,6.02
C2,Spain,4.370962957,466.4430904,17.59502161,11.32
C1,Spain,4.076109873,341.1230429,18.95415283,12.18
C2,Netherlands,3.858311103,285.0933929,17.30050198,9.53
C5,Spain,3.917189757,453.9010531,20.68843333,11.18
C5,Netherlands,4.112985363,242.0647775,25.814929,5.21
C4,Netherlands,3.367233712,371.1541341,20.09933333,8.85
C5,Netherlands,3.273208666,242.1766118,22.78443308,10.54
C4,Spain,3.835559286,714.9902318,18.85869445,12.63
C5,Netherlands,3.293575601,243.0378796,18.1086817,7.39
C3,Spain,3.380123332,614.4949853,15.70018996,8.17
C4,Netherlands,3.848513247,371.3806832,27.62451125,5.54
C5,Spain,4.963995741,456.4118574,19.09314631,7.62
C4,Spain,3.452047465,715.5680448,24.72334253,9.12
C6,Netherlands,3.782538363,91.10163365,21.43950152,9.11
C4,Spain,5.039019371,716.828214,22.0535542,8.05
C5,Spain,4.065570618,454.2019137,19.85610409,11.16
C1,Netherlands,3.861677393,125.7428836,18.57901832,10.01
C2,Spain,4.103903338,465.2031157,20.01344642,10.12
C4,Spain,3.891855922,715.6929987,23.08603327,9.76
C6,Netherlands,3.878868214,89.12930709,25.55167969,4.69
C4,Spain,2.120930289,715.829573,20.2203633,7.88
C4,Netherlands,3.718722735,369.7242053,20.56240335,10.93
C2,Netherlands,4.400758961,284.7387107,22.66839985,6.37
C6,Netherlands,2.906037435,90.43302868,27.08791913,6.01
C4,Spain,3.837049852,713.7069665,21.834922,11.4
C4,Netherlands,3.115432802,371.5405863,24.30208388,9.91
C5,Netherlands,3.243254118,243.0216274,19.3436607,7.39
C1,Spain,3.802665632,341.971443,16.90073087,10.18
C6,Spain,3.461828956,270.0839876,22.34712414,10.63
C3,Spain,3.987509509,615.9997983,17.69608799,12.75
C3,Netherlands,4.051069852,425.9942112,24.96380696,7.79
C6,Netherlands,4.015013372,90.3117313,15.33949531,5.34
C2,Spain,2.971892756,465.7238807,20.03492929,8.21
C6,Spain,4.452474279,272.0478705,19.65563049,8.84
C6,Spain,3.728764383,271.2637468,24.51588037,7.87
C3,Spain,3.582982245,615.9447458,27.56125721,7.05
C1,Spain,3.697191857,341.068907,26.84310255,6.58
C3,Spain,3.921113901,615.1608822,14.84990962,8.26
C1,Spain,4.139171413,343.4682828,29.49058286,4.7
C1,Spain,3.482960335,342.3274669,21.94298373,11.91
C5,Spain,3.461323104,452.4516757,17.77775258,9.57
C3,Netherlands,3.456000178,427.0086519,19.07867749,9.41
C4,Netherlands,2.482444482,371.0112357,25.02277981,5.2
C6,Spain,3.849211627,271.1710477,25.65122102,7.39
C2,Netherlands,2.675608552,286.5385628,16.08238821,5.49
C4,Spain,3.892573016,712.5307184,16.40455087,9.62
C3,Spain,4.180536406,614.8669673,14.60122029,7.86
C3,Spain,4.254083904,613.5288487,19.24355254,10.6
C4,Spain,3.567534976,714.342998,18.76074835,11.16
C5,Netherlands,4.160366608,241.8314827,21.99403875,8.04
C3,Spain,4.606966567,614.9462336,16.66249249,10.96
C5,Netherlands,3.294201825,241.5720654,23.49342421,8.73
C6,Netherlands,3.768266925,89.57363352,21.04324349,9.45
C6,Netherlands,2.878265934,89.03039984,15.90852451,4.44
C2,Spain,4.546286125,466.4368303,25.19697041,6.89
C3,Netherlands,3.208156387,425.1016297,24.29160638,10.28
C4,Spain,3.822540393,715.1118654,22.93122035,9.35
C5,Spain,3.782402796,454.0898687,20.07139614,12.34
C2,Spain,4.525586906,466.8866369,21.34505317,8.39
C1,Spain,3.508110884,341.5470511,17.13388366,9.48
C2,Spain,4.023028128,464.4845013,23.00251872,8.72
C5,Spain,3.812371859,453.2738025,22.22641403,10.73
C3,Spain,4.099481749,615.3654255,23.52036776,8.36
C3,Netherlands,3.634741279,427.1569324,26.27600806,6.67
C1,Spain,3.487463436,344.4721898,25.02632158,8.22
C5,Spain,3.771803109,455.0928748,25.16532058,8.08
C3,Spain,3.842858458,615.8596121,19.59403767,12.21
C3,Spain,4.166506576,617.3357798,23.37843573,8.29
C5,Netherlands,3.669589678,242.6839492,27.60611358,5.23
C2,Netherlands,4.43332453,287.663556,17.93117166,8.84
C6,Spain,3.366470771,269.4199123,23.07098633,11.17
C4,Netherlands,3.982466571,369.9360731,17.67391513,10.57
C2,Netherlands,3.332919099,285.4086226,18.14012158,8.37
C5,Netherlands,2.330956391,240.8379594,19.57177937,5.97
C6,Spain,3.588831764,268.4388147,19.71112664,11.96
C2,Netherlands,3.617157139,285.0438224,22.30301159,11.1
C3,Netherlands,3.58137229,426.4402276,15.80472675,8.21
C6,Netherlands,3.254802962,89.76402989,24.16250055,8.02
C6,Spain,3.585432635,270.3429561,16.29917941,7.66
C5,Spain,3.566826139,452.5443606,14.11173817,7.91
C3,Netherlands,2.260196972,424.2802463,19.33468979,7.11
C3,Netherlands,3.485777987,427.9427641,23.19825483,9.29
C3,Spain,4.444501446,614.319238,18.79385243,11.28
C6,Spain,4.845830939,270.5065526,24.30613477,5.82
C2,Netherlands,3.592443515,285.3011444,21.89385054,9.77
C4,Spain,2.842411937,714.51886,22.39459048,8.04
C1,Spain,3.612263085,343.6831107,20.42800711,12.67
C4,Spain,3.834047943,716.0440012,21.13483401,12.85
C1,Netherlands,2.766870329,128.5339882,16.69183499,4.82
C5,Spain,3.747799653,452.9092574,24.99795958,7.36
C4,Spain,3.858011228,716.251585,19.5532289,12.87
C6,Spain,3.717005431,270.9221203,19.67973406,12.65
C1,Netherlands,3.736088093,126.9635038,22.05637624,8.56
C3,Netherlands,3.028984674,424.7683097,25.01647175,10.03
C5,Spain,4.482716878,452.1944524,22.80763182,7.92
C4,Netherlands,4.205796599,372.4716319,19.70332076,9.28
C2,Netherlands,3.708997632,285.386845,19.90508853,11.21
C5,Spain,3.970552109,453.7738273,18.06514849,12.3
C3,Spain,3.644577374,616.4378221,14.92597819,7.75
C3,Netherlands,4.431414806,426.7766453,26.33433617,5.39
C6,Netherlands,4.696612648,89.756387,15.71781845,7.06
C3,Spain,3.97029355,614.2263598,17.97996496,12.05
C1,Netherlands,3.685312111,125.6067785,26.6045086,5.68
C4,Spain,4.760500765,714.4685439,21.01981479,8.17
C5,Netherlands,3.228276845,241.5057993,24.35343935,8.88
C4,Netherlands,4.472777954,370.3654371,22.23954089,8.33
C6,Spain,4.44098224,270.1291855,14.65408815,6.78
C4,Spain,4.151206652,713.3703683,16.4977826,10.61
C1,Spain,3.53665183,341.4033068,16.01377081,8.62
C1,Spain,2.865137659,343.5416727,20.08616396,8.34
C3,Netherlands,4.492473937,425.0908338,23.77177976,6.5
C4,Netherlands,3.369764179,370.4325013,22.50112331,11.13
C6,Netherlands,3.575071225,89.67688907,17.24949767,6.57
C1,Spain,4.434921303,342.4882485,19.46672617,8.49
C6,Spain,4.017181326,270.3653609,22.27496586,7.89
C3,Spain,4.16859244,615.1142571,25.14327599,7.37
C5,Spain,3.671918958,451.8916458,25.65305285,7.41
C1,Spain,3.731940529,342.2316504,20.3099644,13.2
C1,Netherlands,3.191599172,127.1298461,19.46087058,6.96
C5,Spain,4.239414816,453.0021116,21.770612,7.03
